cn,dd,gz,jy,name,url,xl
广东博宏药业有限公司,广州-番禺区,18-24万,5年以上,招聘云平台运维高级工程师,https://www.liepin.com/job/1919400225.shtml,大专及以上
广东博宏药业有限公司,广州-番禺区,24-30万,5年以上,招聘云平台运维经理,https://www.liepin.com/job/1919370555.shtml,本科及以上
金山软件,广州,21-35万,2年以上,招聘前端开发（金山文档 React）,https://www.liepin.com/job/1919827557.shtml,统招本科
TCL集团财务有限公司,广州-珠江新城,面议,3年以上,招聘测试工程师,https://www.liepin.com/job/1915922969.shtml,统招本科
TCL集团财务有限公司,广州-珠江新城,12-18万,2年以上,招聘高级测试工程师,https://www.liepin.com/job/1918736719.shtml,统招本科
广州麦仑信息科技有限公司,广州,12-36万,3年以上,招聘图像算法工程师,https://www.liepin.com/job/1918120223.shtml,硕士及以上
广州麦仑信息科技有限公司,广州,12-18万,2年以上,招聘机器学习开发工程师,https://www.liepin.com/job/1918064113.shtml,本科及以上
锐博生物,广州,7-12万,经验不限,招聘生物信息分析工程师,https://www.liepin.com/job/1913012568.shtml,本科及以上
三棵树（广州）教育科技有限公司,广州,30-60万,5年以上,招聘语音高级算法工程师,https://www.liepin.com/job/1920333197.shtml,统招本科
亦云,广州-中山大学,18-30万,经验不限,招聘电力咨询顾问/需求分析师,https://www.liepin.com/job/199938257.shtml,博士
白云电气,广州,20-34万,2年以上,招聘机器学习算法工程师（集团）,https://www.liepin.com/job/1917658445.shtml,硕士及以上
亦云,广州-中山大学,18-36万,8年以上,招聘售前经理（人工智能）,https://www.liepin.com/job/1914203777.shtml,本科及以上
亦云,广州-中山大学,30-60万,3年以上,招聘电力技术总监,https://www.liepin.com/job/1911927875.shtml,博士
亦云,广州,13-20万,1年以上,招聘售前工程师（能源事业部）,https://www.liepin.com/job/1916793543.shtml,本科及以上
亦云,广州-中山大学,10-18万,2年以上,招聘开发工程师,https://www.liepin.com/job/1915766752.shtml,大专及以上
广州市礼和置业发展有限公司,广州,10-12万,1年以上,招聘人力资源（数据分析方向）,https://www.liepin.com/job/1918224389.shtml,本科及以上
浩云科技股份有限公司,广州,面议,3年以上,招聘高级运维工程师,https://www.liepin.com/job/1915617876.shtml,本科及以上
云从科技,广州-南沙区,10-14万,1年以上,招聘售后工程师-广州,https://www.liepin.com/job/1919848707.shtml,大专及以上
广州市天太信息技术有限公司,广州-天河区,12-24万,3年以上,招聘web前端开发工程师,https://www.liepin.com/job/1915449863.shtml,统招本科
广州市天太信息技术有限公司,广州-天河区,7-18万,3年以上,招聘前端高级程序员,https://www.liepin.com/job/1915455685.shtml,统招本科
中企通信,广州,18-24万,1年以上,招聘AI算法工程师,https://www.liepin.com/job/1917862791.shtml,本科及以上
中企通信,广州-天河区,10-16万,3年以上,招聘系统工程师,https://www.liepin.com/job/1917476059.shtml,本科及以上
云康集团,广州,12-22万,1年以上,招聘生物信息分析工程师,https://www.liepin.com/job/1919543843.shtml,本科及以上
广州明动软件股份有限公司,广州,面议,3年以上,招聘测试主管,https://www.liepin.com/job/1915673963.shtml,统招本科
广州明动软件股份有限公司,广州,8-12万,2年以上,招聘测试工程师,https://www.liepin.com/job/1915324618.shtml,本科及以上
广州明动软件股份有限公司,广州,面议,4年以上,招聘项目测试组长,https://www.liepin.com/job/1916337509.shtml,统招本科
广东方纬科技有限公司,广州,12-18万,1年以上,招聘中级视频图像研发工程师,https://www.liepin.com/job/1916127833.shtml,本科及以上
广东方纬科技有限公司,广州-番禺区,12-18万,1年以上,招聘中级视频图像研发工程师,https://www.liepin.com/job/1916229299.shtml,本科及以上
广东方纬科技有限公司,广州-番禺区,14-21万,1年以上,招聘中级视频图像研发工程师,https://www.liepin.com/job/1916802643.shtml,本科及以上
广州林安市场经营管理有限公司,广州,10-17万,3年以上,招聘数据库工程师,https://www.liepin.com/job/1920745139.shtml,大专及以上
博实乐教育集团,广州,10-18万,2年以上,招聘信息安全工程师,https://www.liepin.com/job/1919406539.shtml,统招本科
长隆旅游度假区,广州,12-18万,1年以上,招聘数据分析师,https://www.liepin.com/job/1916503463.shtml,本科及以上
长隆旅游度假区,广州,13-20万,3年以上,招聘高级数据分析师,https://www.liepin.com/job/1917354625.shtml,本科及以上
联友科技,广州-新华,13-24万,3年以上,招聘大数据分析工程师,https://www.liepin.com/job/198794653.shtml,本科及以上
联友科技,广州,13-21万,3年以上,招聘数据库管理员（MySQL）,https://www.liepin.com/job/1915609664.shtml,本科及以上
联友科技,广州-花都区,10-18万,3年以上,招聘大数据分析工程师,https://www.liepin.com/job/1916697581.shtml,本科及以上
联友科技,广州-花都区,13-19万,3年以上,招聘大数据开发工程师,https://www.liepin.com/job/1918720731.shtml,本科及以上
联友科技,广州-花都区,10-14万,1年以上,招聘NX二次开发经理,https://www.liepin.com/job/1919229827.shtml,本科及以上
汇专科技集团股份有限公司,广州,面议,经验不限,招聘神经网络算法工程师,https://www.liepin.com/job/1917503891.shtml,硕士及以上
汇专科技集团股份有限公司,广州,面议,2年以上,招聘图像识别算法工程师,https://www.liepin.com/job/1917503957.shtml,硕士及以上
天津浩川科技有限公司,广州,30-48万,5年以上,招聘Android developer 安卓开发者,https://www.liepin.com/job/1920756609.shtml,学历不限
润和软件,广州-黄埔区,18-24万,3年以上,招聘数据库工程师,https://www.liepin.com/job/1920819017.shtml,本科及以上
润和软件,广州-黄埔区,10-18万,5年以上,招聘高级测试工程师--高级--南方电网（市场交易事业部）,https://www.liepin.com/job/1920818967.shtml,本科及以上
广州万方安全技术有限公司,广州-海珠区,7-10万,2年以上,招聘Java开发工程师,https://www.liepin.com/job/1920817089.shtml,本科及以上
亿迅广东,广州-海珠区,7-12万,3年以上,招聘电信业务数据分析工程师,https://www.liepin.com/job/1920815657.shtml,本科及以上
亿迅广东,广州-海珠区,7-12万,经验不限,招聘实施工程师,https://www.liepin.com/job/1920815649.shtml,学历不限
广东快乐种子科技有限公司,广州-越秀区,24-36万,5年以上,招聘php架构师,https://www.liepin.com/job/1920811623.shtml,大专及以上
北京银信长远科技股份有限公司,广州,12-18万,3年以上,招聘dba工程师,https://www.liepin.com/job/1920811411.shtml,大专及以上
某知名互联网银行,"深圳,广州,上海",40-80万,3年以上,招聘数据仓库开发/BI（数据治理）,https://www.liepin.com/a/15179493.shtml,统招本科
广州某知名系统有限公司,广州,13-20万,3年以上,招聘运维开发/运维工程师,https://www.liepin.com/a/14810223.shtml,大专及以上
jinxin,"上海,广州,北京",30-60万,1年以上,招聘Pythong工程师,https://www.liepin.com/a/14404467.shtml,学历不限
jinxin,"上海,广州,北京",30-60万,1年以上,招聘Pythong工程师,https://www.liepin.com/a/15230655.shtml,学历不限
某新巨头互联网企业,"深圳,广州,杭州",45-90万,1年以上,招聘数据库DBA/云数据库研发RDS MySQL,https://www.liepin.com/a/15180723.shtml,统招本科
横跨IT、汽车、新能源、轨道交通四大产业公司,"深圳,东莞,广州",14-21万,2年以上,招聘大数据高级研究工程师（算法及嵌入式),https://www.liepin.com/a/14940785.shtml,硕士及以上
上海某知名互联网上市公司,"上海,北京,广州",21-42万,1年以上,招聘人工智能技术研发工程师,https://www.liepin.com/a/14654451.shtml,本科及以上
某知名互联网公司,"北京,上海,广州",36-60万,5年以上,招聘推荐算法工程师leader,https://www.liepin.com/a/15305257.shtml,本科及以上
知名大数据平台,"广州,西安",30-60万,4年以上,招聘大数据开发,https://www.liepin.com/a/14252199.shtml,学历不限
某大型上市知名互联网公司,"广州,上海,北京",35-70万,2年以上,招聘深度学习语音算法工程师,https://www.liepin.com/a/14985847.shtml,统招本科
国内某互联网车企,"北京-海淀区,上海-静安区,广州-天河区",36-72万,3年以上,招聘高精度地图软件工程师,https://www.liepin.com/a/14859473.shtml,统招本科
国内某互联网车企,"北京-海淀区,上海-静安区,广州-天河区",36-72万,3年以上,招聘高精度地图软件工程师,https://www.liepin.com/a/14823123.shtml,统招本科
某电子集团公司,"广州,深圳,东莞",24-42万,3年以上,招聘大数据算法工程师,https://www.liepin.com/a/15319785.shtml,统招本科
知名云服务提供商,"上海-浦东新区,广州-天河区",28-42万,3年以上,招聘系统工程师/运维责任工程师,https://www.liepin.com/a/15170195.shtml,本科及以上
国内知名互联网公司,广州-荔湾区,26-39万,3年以上,招聘搜索算法工程师,https://www.liepin.com/a/14709407.shtml,统招本科
某集团下属在线游戏公司,"深圳,广州",75-120万,3年以上,招聘渗透工程师,https://www.liepin.com/a/15210779.shtml,本科及以上
某独角兽企业,"广州,深圳,武汉",48-80万,5年以上,招聘产品总监（信息智能化）,https://www.liepin.com/a/14301763.shtml,本科及以上
广东某机器人有限公司,广州,40-60万,2年以上,招聘算法工程师（运动控制//调度/测量/动力学算法/多传感器融合）,https://www.liepin.com/a/15096061.shtml,硕士及以上
某新巨头互联网企业,"深圳,广州,杭州",90-135万,1年以上,招聘游戏安全数据挖掘工程师Leader,https://www.liepin.com/a/15180419.shtml,统招本科
某新巨头互联网企业,"深圳,广州,杭州",38-75万,1年以上,招聘数据挖掘工程师专家-风控方向,https://www.liepin.com/a/15179759.shtml,统招本科
某新巨头互联网企业,"深圳,广州,杭州",90-135万,1年以上,招聘游戏安全数据挖掘工程师Leader,https://www.liepin.com/a/15180419.shtml,统招本科
某知名上市公司,"广州,北京",28-42万,2年以上,招聘高级风控经理,https://www.liepin.com/a/15168909.shtml,本科及以上
某知名出海电商独角兽公司,"广州,杭州,深圳",28-56万,3年以上,招聘资深java开发工程师,https://www.liepin.com/a/15118165.shtml,统招本科
万亿级新能源龙头车企,广州,80-128万,10年以上,招聘研发管理部+自动驾驶总师,https://www.liepin.com/a/15292085.shtml,本科及以上
国内知名互联网公司,"广州,上海,北京",48-84万,10年以上,招聘售前架构师,https://www.liepin.com/a/14611175.shtml,本科及以上
国内知名互联网公司,"广州,上海,北京",64-112万,10年以上,招聘售前架构师,https://www.liepin.com/a/14191561.shtml,本科及以上
某国内知名互联网公司,"北京,上海,广州",24-42万,5年以上,招聘软件工程师,https://www.liepin.com/a/15388601.shtml,本科及以上
某自动无人驾驶公司,"广州-南沙区,深圳-南山区",202-250万,2年以上,招聘高级算法工程师- 感知,https://www.liepin.com/a/14995615.shtml,统招本科
某自动无人驾驶公司,"广州-南沙区,深圳-南山区",202-250万,2年以上,招聘自动驾驶算法工程师-通才,https://www.liepin.com/a/14994891.shtml,统招本科
某知名上市电气集团,广州,33-65万,5年以上,招聘LINUX嵌入式软件开发项目经理,https://www.liepin.com/a/14914209.shtml,统招本科
某知名自动驾驶主机厂企业（创业/合资/国企）,"广州,北京",39-78万,3年以上,招聘SLAM图像算法专家,https://www.liepin.com/a/15229177.shtml,硕士及以上
某知名跨国集团企业,"北京,广州",38-75万,1年以上,招聘无人车定位导航算法工程师,https://www.liepin.com/a/14004969.shtml,硕士及以上
某知名BAT企业,"浙江,北京,广州",48-96万,2年以上,招聘多传感器融合感知工程师,https://www.liepin.com/a/14186579.shtml,硕士及以上
某互联网公司,广州,18-36万,3年以上,招聘数据分析,https://www.liepin.com/a/14034923.shtml,本科及以上
某互联网巨擘公司,"杭州,广州,上海",29-56万,1年以上,招聘技术美术,https://www.liepin.com/a/13906843.shtml,统招本科
某互联网巨擘公司,"杭州,广州,上海",29-56万,2年以上,招聘技术美术,https://www.liepin.com/a/14432153.shtml,大专及以上
西安高新区某数据智能技术服务有限公司,"西安,广州",18-26万,5年以上,招聘数据开发工程师（,https://www.liepin.com/a/14698807.shtml,统招本科
西安高新区某数据智能技术服务有限公司,"广州,西安",20-25万,5年以上,招聘高级爬虫工程师,https://www.liepin.com/a/15277425.shtml,统招本科
西安高新区某数据智能技术服务有限公司,"西安,广州",20-33万,5年以上,招聘数据开发工程师（西安 ）,https://www.liepin.com/a/14343441.shtml,统招本科
互联网知名企业,"深圳,杭州,广州",48-96万,5年以上,招聘安全负责人,https://www.liepin.com/a/14380697.shtml,统招本科
知名互联网公司,广州,40-48万,4年以上,招聘架构师,https://www.liepin.com/a/14507965.shtml,统招本科
科大讯飞,"北京,广州,苏州",30-54万,2年以上,招聘研究主管,https://www.liepin.com/a/14036045.shtml,硕士及以上
全球五百强互联网咨询公司,"北京,上海,广州",26-52万,10年以上,招聘数据建模专家,https://www.liepin.com/a/15186823.shtml,统招本科
某上市教育公司,广州,36-48万,5年以上,招聘大数据架构师,https://www.liepin.com/a/15386593.shtml,本科及以上
 上市网络游戏企业,广州-天河区,30-60万,3年以上,招聘运维开发工程师,https://www.liepin.com/a/15142961.shtml,统招本科
某大型游戏公司,广州,35-70万,5年以上,招聘架构师,https://www.liepin.com/a/15386355.shtml,统招本科
某上市公司,广州,36-48万,5年以上,招聘大数据架构师,https://www.liepin.com/a/15386277.shtml,本科及以上
知名互联网公司,"北京,上海,广州",56-98万,3年以上,招聘算法工程师,https://www.liepin.com/a/14126477.shtml,大专及以上
某外资保险公司,广州-天河区,130-260万,10年以上,招聘前沿技术专家,https://www.liepin.com/a/15385919.shtml,统招本科
知名外资投融资集团,广州-天河区,20-30万,3年以上,招聘自动化测试工程师,https://www.liepin.com/a/14078139.shtml,统招本科
国内上市集团企业,"深圳,广州,佛山",21-29万,3年以上,招聘软件测试工程师,https://www.liepin.com/a/15365431.shtml,统招本科
大型互联网公司,广州-番禺区,39-65万,6年以上,招聘大数据架构师,https://www.liepin.com/a/15385543.shtml,大专及以上
某知名互联网企业,广州,18-30万,3年以上,招聘高级应用安全专家,https://www.liepin.com/a/15344633.shtml,统招本科
JC,"广州,北京,上海",84-98万,5年以上,招聘系统架构师,https://www.liepin.com/a/15250453.shtml,统招本科
某人工智能公司,"广州,安徽,江苏",199-216万,5年以上,招聘AI,https://www.liepin.com/a/15029173.shtml,硕士及以上
国内知名互联网软件公司,"广东,深圳,广州",48-80万,5年以上,招聘web前端开发工程师,https://www.liepin.com/a/15384041.shtml,统招本科
广州某主机厂,广州,45-90万,8年以上,招聘SLAM图像算法专家,https://www.liepin.com/a/15306951.shtml,本科及以上
某知名互联网公司,广州-天河区,20-33万,2年以上,招聘数据分析师,https://www.liepin.com/a/15185151.shtml,统招本科
外资公司,"上海,广州,北京",35-56万,7年以上,招聘DevOps TA,https://www.liepin.com/a/14751069.shtml,大专及以上
广州知名电商平台,广州-荔湾区,24-36万,4年以上,招聘搜索数据开发,https://www.liepin.com/a/15259811.shtml,统招本科
广州某大型游戏公司,广州-海珠区,20-33万,3年以上,招聘高级cocos2dx客户端开发,https://www.liepin.com/a/15176419.shtml,本科及以上
***,"北京,广州,深圳",45-90万,2年以上,招聘计算机视觉⼯工程师,https://www.liepin.com/a/15050715.shtml,本科及以上
***,"北京,广州,深圳",45-90万,2年以上,招聘高级算法工程师- 感知,https://www.liepin.com/a/15051019.shtml,本科及以上
***,"北京,广州,深圳",45-90万,2年以上,招聘高级算法工程师- 高精地图,https://www.liepin.com/a/15050851.shtml,学历不限
***,"北京,广州,深圳",45-90万,2年以上,招聘高级算法工程师- 路径规划及控制,https://www.liepin.com/a/15050927.shtml,本科及以上
***,"北京,广州,深圳",45-90万,2年以上,招聘高级算法工程师- 深度学习,https://www.liepin.com/a/15050779.shtml,本科及以上
国内著名快速消费品集团,广州,23-27万,2年以上,招聘运维工程师,https://www.liepin.com/a/15347237.shtml,大专及以上
国外互联网集团,"广州,南京,成都",35-56万,5年以上,招聘高级php开发工程师（海外工作）,https://www.liepin.com/a/13908393.shtml,大专及以上
知名IT公司,广州,24-32万,5年以上,招聘高级测试工程师,https://www.liepin.com/a/14153637.shtml,统招本科
知名IT公司,广州,18-26万,4年以上,招聘中级测试工程师,https://www.liepin.com/a/14153459.shtml,统招本科
知名IT公司,广州,19-30万,4年以上,招聘客户支持工程师,https://www.liepin.com/a/14153701.shtml,统招本科
知名IT公司,广州,24-30万,5年以上,招聘技术支持工程师,https://www.liepin.com/a/15051613.shtml,本科及以上
知名IT公司,广州,18-29万,4年以上,招聘中级测试工程师,https://www.liepin.com/a/15120167.shtml,统招本科
知名IT公司,广州-天河区,24-30万,5年以上,招聘系统测试工程师,https://www.liepin.com/a/14902581.shtml,统招本科
知名IT公司,广州,24-31万,5年以上,招聘高级C++ Developer,https://www.liepin.com/a/14153319.shtml,本科及以上
知名IT公司,广州,22-31万,5年以上,招聘系统工程师,https://www.liepin.com/a/14153763.shtml,统招本科
车联,广州-天河区,18-30万,5年以上,招聘web安全工程师,https://www.liepin.com/a/14662467.shtml,统招本科
国内知名游戏互联网企业,广州,23-39万,3年以上,招聘安全工程师,https://www.liepin.com/a/15135197.shtml,统招本科
广州**互联网C轮网络科技有限公司,广州,30-60万,2年以上,招聘图像算法工程师,https://www.liepin.com/a/15379893.shtml,硕士及以上
广州某安防行业上市公司,广州,12-18万,3年以上,招聘后台工程师,https://www.liepin.com/a/14180241.shtml,大专及以上
某知名互联网公司,"深圳,广州",64-104万,8年以上,招聘云业务架构师（金融方向）,https://www.liepin.com/a/15186627.shtml,统招本科
外资高端教育品牌 IT 中心,广州-越秀区,30-35万,10年以上,招聘senior IT system analyst,https://www.liepin.com/a/15113829.shtml,本科及以上
外资高端教育品牌 IT 中心,广州-越秀区,12-14万,5年以上,招聘IT System Analyst,https://www.liepin.com/a/15116555.shtml,本科及以上
知名IT公司（云计算领域）,"广州,深圳,陕西",56-84万,5年以上,招聘Data Analyst,https://www.liepin.com/a/14783517.shtml,大专及以上
国际知名金融集团,"广州,深圳",36-72万,5年以上,招聘DevOps Lead,https://www.liepin.com/a/14782465.shtml,本科及以上
国际知名金融集团,"广州,深圳,西安",56-84万,5年以上,招聘Full Stack Engineer,https://www.liepin.com/a/14783089.shtml,本科及以上
知名房地产集团,"广州,深圳,佛山",36-72万,4年以上,招聘产品经理,https://www.liepin.com/a/14784007.shtml,学历不限
国际知名金融集团,"广州,深圳",36-72万,4年以上,招聘Data Center - Network Manager,https://www.liepin.com/a/14784845.shtml,本科及以上
知名的金融集团,"广州,深圳,西安",36-60万,3年以上,招聘Senior UI Engineer (react),https://www.liepin.com/a/14784395.shtml,学历不限
大型互联网公司,广州-天河区,24-35万,3年以上,招聘测试工程师（自动化测试）,https://www.liepin.com/a/15350033.shtml,统招本科
大型互联网公司,广州-天河区,45-56万,3年以上,招聘语音算法高级工程师,https://www.liepin.com/a/15350755.shtml,统招本科
大型互联网公司,广州-天河区,23-46万,3年以上,招聘容器云开发,https://www.liepin.com/a/15348417.shtml,本科及以上
大型互联网公司,广州-天河区,35-49万,5年以上,招聘安全工程师,https://www.liepin.com/a/15349391.shtml,学历不限
大型互联网公司,广州-天河区,21-31万,3年以上,招聘数据库管理员（ORACLE或MYSQL）,https://www.liepin.com/a/15349209.shtml,统招本科
大型互联网公司,广州-天河区,45-56万,3年以上,招聘NLP高级工程师,https://www.liepin.com/a/15350861.shtml,统招本科
深圳某知名游戏公司,广州,45-75万,3年以上,招聘G58游戏开发工程师,https://www.liepin.com/a/14079377.shtml,统招本科
深圳某知名游戏公司,广州,45-75万,3年以上,招聘客户端开发工程师,https://www.liepin.com/a/14079579.shtml,统招本科
深圳某知名游戏公司,广州,45-75万,3年以上,招聘客户端开发工程师,https://www.liepin.com/a/14079459.shtml,统招本科
深圳某知名游戏公司,广州,45-75万,3年以上,招聘引擎开发工程师,https://www.liepin.com/a/14079515.shtml,统招本科
广州某智能教育科技有限公司,广州-南沙区,36-72万,1年以上,招聘语音算法研究员,https://www.liepin.com/a/15378279.shtml,硕士及以上
BAT,"广州,北京,上海",45-90万,2年以上,招聘数据挖掘,https://www.liepin.com/a/13967023.shtml,统招本科
国内知名生鲜零售企业,"广州,深圳,北京",48-84万,3年以上,招聘高级算法工程师,https://www.liepin.com/a/14104273.shtml,硕士及以上
某美国上市游戏直播公司,广州-番禺区,64-112万,5年以上,招聘监控平台专家,https://www.liepin.com/a/14900703.shtml,统招本科
某知名云计算国企,"北京,广州",45-54万,3年以上,招聘资深Java后台开发工程师,https://www.liepin.com/a/15276867.shtml,统招本科
某外资软件开发公司,"西安,广州",22-30万,6年以上,招聘Sr test engineer,https://www.liepin.com/a/12544097.shtml,统招本科
国内某大型国企云公司,"北京,上海,广州",34-51万,3年以上,招聘网络信息安全高级工程师,https://www.liepin.com/a/15303883.shtml,统招本科
某电商新势力,广州-海珠区,20-34万,5年以上,招聘高级测试工程师,https://www.liepin.com/a/15356131.shtml,大专及以上
知名外资企业,"大连,上海,广州",42-70万,5年以上,招聘Devops Senior Manager （AM-SM级别）,https://www.liepin.com/a/13945765.shtml,统招本科
某知名电动汽车有限公司,广州,42-70万,5年以上,招聘Slam算法专家（图像） ,https://www.liepin.com/a/15376455.shtml,硕士及以上
广州XX信息科技有限公司,广州,39-52万,5年以上,招聘大数据开发工程师,https://www.liepin.com/a/15284583.shtml,本科及以上
广州某特卖导购平台,广州-海珠区,36-48万,3年以上,招聘大数据精准营销产品经理,https://www.liepin.com/a/15256831.shtml,统招本科
国内知名互联网IT,"上海,广州",40-60万,7年以上,招聘高级运维工程师,https://www.liepin.com/a/14309119.shtml,统招本科
某知名日资快消企业,广州-荔湾区,30-36万,5年以上,招聘高级前端开发工程师,https://www.liepin.com/a/14762585.shtml,统招本科
某自动驾驶公司,"北京,上海,广州",18-30万,3年以上,招聘自然语言处理算法工程师,https://www.liepin.com/a/15374925.shtml,统招本科
知名云计算互联网公司,"北京-海淀区,上海-浦东新区,广州-天河区",51-102万,3年以上,招聘信息安全工程师,https://www.liepin.com/a/15253421.shtml,统招本科
国内知名手机企业,"深圳,广州",50-90万,5年以上,招聘底层软件工程师（新兴移动端）,https://www.liepin.com/a/15155645.shtml,统招本科
HS,广州,43-48万,5年以上,招聘R&T Test Manager,https://www.liepin.com/a/15179527.shtml,博士
深圳肿瘤精准免疫诊疗公司,"深圳-盐田区,广州-天河区",18-30万,5年以上,招聘高级生物信息工程师,https://www.liepin.com/a/15308943.shtml,硕士及以上
某国际知名银行,广州,28-35万,4年以上,招聘Senior Credit Risk Analytics,https://www.liepin.com/a/14911407.shtml,本科及以上
国内知名家电公司,"广州,深圳,佛山",91-98万,5年以上,招聘系统高可用和性能调优专家,https://www.liepin.com/a/14844087.shtml,统招本科
某知名互联网软件公司（非外包）,广州,33-39万,3年以上,招聘Financial Crime Risk Analytist,https://www.liepin.com/a/15218153.shtml,统招本科
某知名通信企业,广州,30-42万,5年以上,招聘I&V Engineer/测试,https://www.liepin.com/a/13990961.shtml,统招本科
某知名通信企业,"广州,北京,深圳",35-56万,5年以上,招聘Java 开发,https://www.liepin.com/a/13990911.shtml,统招本科
某知名通信企业,"广州,深圳,东莞",35-63万,5年以上,招聘架构师,https://www.liepin.com/a/13991037.shtml,统招本科
智研猎头,广州,30-60万,3年以上,招聘图形算法工程师,https://www.liepin.com/a/15027271.shtml,统招本科
国内TMD某知名互联网企业,"成都,广州,北京",30-60万,3年以上,招聘算法工程师,https://www.liepin.com/a/13914479.shtml,统招本科
某大型互联网企业,广州-海珠区,23-42万,5年以上,招聘测试经理,https://www.liepin.com/a/15269649.shtml,统招本科
央企互联网云计算公司,"北京,广州",34-68万,5年以上,招聘ceph高级研发工程师,https://www.liepin.com/a/15208867.shtml,统招本科
某知名汽车企业,广州,75-105万,5年以上,招聘SLAM视觉算法专家,https://www.liepin.com/a/15157431.shtml,统招本科
国内知名互联网共享办公企业,"广州,深圳",38-53万,2年以上,招聘高级Java开发工程师,https://www.liepin.com/a/15167853.shtml,大专及以上
某综合性高科技公司,广州,13-20万,6年以上,招聘数据挖掘工程师,https://www.liepin.com/a/15346655.shtml,统招本科
某综合性高科技公司,广州,13-20万,6年以上,招聘数据挖掘工程师,https://www.liepin.com/a/15252147.shtml,学历不限
国内社交直播平台领头羊,"北京,上海,广州",96-144万,2年以上,招聘计算机视觉算法专家,https://www.liepin.com/a/15327333.shtml,硕士及以上
国内社交直播平台领头羊,"北京,上海,广州",160-320万,3年以上,招聘高级推荐算法工程师,https://www.liepin.com/a/14334365.shtml,统招本科
国内社交直播平台领头羊,"北京,上海,广州",96-144万,2年以上,招聘计算机视觉算法专家,https://www.liepin.com/a/15327287.shtml,硕士及以上
国际知名商业银行,"西安-高新区,广州",22-42万,5年以上,招聘测试工程师,https://www.liepin.com/a/14594777.shtml,学历不限
平*系,"深圳,广州",22-40万,3年以上,招聘风险政策策略经理,https://www.liepin.com/a/15372443.shtml,统招本科
港资电讯老牌公司,广州,17-28万,5年以上,招聘测试主管,https://www.liepin.com/a/14097097.shtml,本科及以上
港资电讯老牌公司,广州,12-17万,2年以上,招聘测试工程师/高级测试工程师,https://www.liepin.com/a/14756949.shtml,本科及以上
知名互联网公司,"广州,上海,北京",48-72万,1年以上,招聘语言处理工程师,https://www.liepin.com/a/15347157.shtml,学历不限
某知名互联网公司,"北京,上海,广州",36-60万,3年以上,招聘前端leader-对标P7,https://www.liepin.com/a/15305397.shtml,本科及以上
国内知名电器电子公司,"深圳,广州,珠海",70-112万,5年以上,招聘人工智能算法专家,https://www.liepin.com/a/15036981.shtml,硕士及以上
知名互联网公司,"深圳,广州,上海",30-54万,3年以上,招聘大数据开发工程师/经理,https://www.liepin.com/a/14767405.shtml,统招本科
云相关知名企业,"福州,厦门,广州",20-33万,3年以上,招聘云运维工程师,https://www.liepin.com/a/15371895.shtml,大专及以上
某云计算产品解决方案公司,"上海,广州",30-48万,5年以上,招聘数据库云服务 运维/支持工程师,https://www.liepin.com/a/14758781.shtml,学历不限
某云计算产品解决方案公司,"广州,上海",36-60万,5年以上,招聘云平台 运维责任工程师(Cloud-Engineer-on-Duty),https://www.liepin.com/a/13324299.shtml,大专及以上
某云计算产品解决方案公司,"广州,上海",33-59万,7年以上,招聘云平台运维工程师,https://www.liepin.com/a/14271915.shtml,本科及以上
一线互联网TOP公司,广州,30-60万,3年以上,招聘业务数据分析专家,https://www.liepin.com/a/15022783.shtml,统招本科
一线互联网TOP公司,"广州,北京",40-56万,3年以上,招聘用户数据分析师,https://www.liepin.com/a/15022951.shtml,统招本科
知名国企,"广州,北京",36-72万,3年以上,招聘openstack高级研发工程师,https://www.liepin.com/a/14657203.shtml,统招本科
知名国企,"广州,北京",36-72万,1年以上,招聘ceph高级研发工程师,https://www.liepin.com/a/14657309.shtml,统招本科
知名国企,"北京,广州,深圳",24-48万,3年以上,招聘高级测试开发工程师,https://www.liepin.com/a/14114325.shtml,统招本科
知名国企,"北京,广州,深圳",24-48万,3年以上,招聘高级云存储开发工程师,https://www.liepin.com/a/14083655.shtml,本科及以上
知名国企,"北京,广州,深圳",24-48万,3年以上,招聘高级SDN/NFV开发工程师,https://www.liepin.com/a/14083767.shtml,本科及以上
深圳某医疗公司,"深圳,江苏,广州",24-36万,2年以上,招聘软件架构师,https://www.liepin.com/a/15371393.shtml,大专及以上
某大数据分析公司,"西安,广州",23-33万,4年以上,招聘高级爬虫工程师,https://www.liepin.com/a/15289119.shtml,统招本科
国内一线游戏公司,广州,20-30万,2年以上,招聘游戏数据分析师,https://www.liepin.com/a/15048235.shtml,统招本科
国内一线游戏公司,"广州,杭州",32-48万,1年以上,招聘游戏推荐算法工程师,https://www.liepin.com/a/14334325.shtml,统招本科
某外资软件公司,"广州,西安",18-26万,6年以上,招聘Sr test engineer,https://www.liepin.com/a/13866519.shtml,统招本科
数字多媒体科技企业,广州-天河区,30-54万,3年以上,招聘基站网管开发经理,https://www.liepin.com/a/14382473.shtml,统招本科
一线游戏开发与发行公司,"广州,上海,杭州",40-56万,2年以上,招聘手游开发工程师,https://www.liepin.com/a/15101569.shtml,学历不限
一线游戏开发与发行公司,"广州,杭州,上海",32-56万,2年以上,招聘手游服务端开发,https://www.liepin.com/a/15101619.shtml,本科及以上
全球金融集团,"广州,深圳,西安",30-42万,4年以上,招聘自动化运维/Devops,https://www.liepin.com/a/14504213.shtml,学历不限
